阿拉伯語	阿拉伯语	Ālābóyǔ
演藝圈	演艺圈	yǎnyìquān
演繹	演绎	yǎnyì
厭煩	厌烦	yànfán
厭倦	厌倦	yànjuàn
咽	咽	yàn
艷麗	艳丽	yànlì
驗收	验收	yànshōu
驗	验	yàn
驗證	验证	yànzhèng
燕子	燕子	yànzi
焰火	焰火	yànhuǒ
秧歌	秧歌	yāngge
陽性	阳性	yángxìng
揚	扬	yáng
楊樹	杨树	yángshù
洋溢	洋溢	yángyì
養老金	养老金	yǎnglǎojīn
養老院	养老院	yǎnglǎoyuàn
養活	养活	yǎnghuo
養生	养生	yǎngshēng
氧	氧	yǎng
養殖	养殖	yǎngzhí
癢	痒	yǎng
樣本	样本	yàngběn
樣品	样品	yàngpǐn
妖怪	妖怪	yāoguài
邀	邀	yāo
謠言	谣言	yáoyán
窯	窑	yáo
搖擺	摇摆	yáobǎi
搖滾	摇滚	yáogǔn
搖晃	摇晃	yáohuang
搖搖欲墜	摇摇欲坠	yáoyáo-yùzhuì
搖籃	摇篮	yáolán
遙控	遥控	yáokòng
遙遠	遥远	yáoyuǎn
藥材	药材	yàocái
藥方	药方	yàofāng
要不是	要不是	yàobushi
要不	要不	yàobù
要點	要点	yàodiǎn
要害	要害	yàohài
要緊	要紧	yàojǐn
要領	要领	yàolǐng
要強	要强	yàoqiáng
鑰匙	钥匙	yàoshi
要命	要命	yàomìng
耀眼	耀眼	yàoyǎn
椰子	椰子	yēzi
也就是說	也就是说	yějiùshìshuō
野炊	野炊	yěchuī
野餐	野餐	yěcān
野蠻	野蛮	yěmán
野獸	野兽	yěshòu
野外	野外	yěwài
野心	野心	yěxīn
野營	野营	yěyíng
業	业	yè
夜班	夜班	yèbān
業績	业绩	yèjì
夜市	夜市	yèshì
夜校	夜校	yèxiào
夜晚	夜晚	yèwǎn
夜以繼日	夜以继日	yèyǐjìrì
夜總會	夜总会	yèzǒnghuì
液晶	液晶	yèjīng
一把手	一把手	yībǎshǒu
液體	液体	yètǐ
一線	一线	yīxiàn
一一	一一	yīyī
伊斯蘭教	伊斯兰教	Yīsīlánjiào
衣食住行	衣食住行	yī-shí-zhù-xíng
依	依	yī
醫務	医务	yīwù
依託	依托	yītuō
依依不捨	依依不舍	yīyī-bùshě
一不小心	一不小心	yībùxiǎoxīn
一剎那	一刹那	yīchànà
一動不動	一动不动	yīdòngbùdòng
一度	一度	yīdù
一大早	一大早	yīdàzǎo
一概	一概	yīgài
一概而論	一概而论	yīgàiérlùn
一個勁兒	一个劲儿	yīgejìnr5
一技之長	一技之长	yījìzhīcháng
一面	一面	yīmiàn
一晃	一晃	yīhuǎng
一目了然	一目了然	yīmù-liǎorán
一事無成	一事无成	yīshì-wúchéng
一瞬間	一瞬间	yīshùnjiān
一味	一味	yīwèi
一系列	一系列	yīxìliè
一陣	一阵	yīzhèn
儀表	仪表	yíbiǎo
怡然自得	怡然自得	yírán-zìdé
移交	移交	yíjiāo
移植	移植	yízhí
姨	姨	yí
遺留	遗留	yíliú
遺棄	遗弃	yíqì
遺忘	遗忘	yíwàng
遺物	遗物	yíwù
遺體	遗体	yítǐ
遺囑	遗嘱	yízhǔ
遺願	遗愿	yíyuàn
疑點	疑点	yídiǎn
遺址	遗址	yízhǐ
疑惑	疑惑	yíhuò
疑慮	疑虑	yílǜ
以	以	yǐ
以身作則	以身作则	yǐshēn-zuòzé
以免	以免	yǐmiǎn
以至於	以至于	yǐzhìyú
矣	矣	yǐ
以致	以致	yǐzhì
倚	倚	yǐ
一成不變	一成不变	yīchéng-bùbiàn
一長一短	一长一短	yī cháng yī duǎn
一籌莫展	一筹莫展	yīchóu-mòzhǎn
一帆風順	一帆风顺	yīfān-fēngshùn
一乾二淨	一干二净	yīgān-èrjìng
一鼓作氣	一鼓作气	yīgǔ-zuòqì
一鍋粥	一锅粥	yīguōzhōu
一回事	一回事	yīhuíshì
一家人	一家人	yījiārén
一舉	一举	yījǔ
一經	一经	yījīng
一舉一動	一举一动	yījǔ-yīdòng
一卡通	一卡通	yīkǎtōng
一攬子	一揽子	yīlǎnzi
一連	一连	yīlián
一連串	一连串	yīliánchuàn
一毛不拔	一毛不拔	yīmáo-bùbá
一年到頭	一年到头	yīnián-dàotóu
一如既往	一如既往	yīrú-jìwǎng
一旁	一旁	yīpáng
一聲不吭	一声不吭	yīshēngbùkēng
一塌糊塗	一塌糊涂	yītāhútú
一體	一体	yītǐ
一手	一手	yīshǒu
一天到晚	一天到晚	yītiān-dàowǎn
一頭	一头	yītóu
一無所有	一无所有	yīwú-suǒyǒu
一無所知	一无所知	yīwú-suǒzhī
一心	一心	yīxīn
一心一意	一心一意	yīxīn-yīyì
一言不發	一言不发	yīyán-bùfā
一言一行	一言一行	yīyán-yìxíng
一應俱全	一应俱全	yīyīng-jùquán
一早	一早	yīzǎo
一眼	一眼	yīyǎn
義工	义工	yìgōng
議程	议程	yìchéng
議會	议会	yìhuì
議	议	yì
議員	议员	yìyuán
屹立	屹立	yìlì
亦	亦	yì
異想天開	异想天开	yìxiǎng-tiānkāi
異性	异性	yìxìng
異議	异议	yìyì
異口同聲	异口同声	yìkǒu-tóngshēng
抑鬱	抑郁	yìyù
抑揚頓挫	抑扬顿挫	yìyáng-dùncuò
抑制	抑制	yìzhì
抑鬱症	抑郁症	yìyùzhèng
譯	译	yì
疫苗	疫苗	yìmiáo
易拉罐	易拉罐	yìlāguàn
意料	意料	yìliào
意料之外	意料之外	yìliàozhīwài
意圖	意图	yìtú
意向	意向	yìxiàng
益處	益处	yìchu
溢	溢	yì
毅然	毅然	yìrán
毅力	毅力	yìlì
陰暗	阴暗	yīnàn
因人而異	因人而异	yīnrénéryì
音響	音响	yīnxiǎng
陰性	阴性	yīnxìng
殷勤	殷勤	yīnqín
銀幕	银幕	yínmù
引發	引发	yǐnfā
引經據典	引经据典	yǐnjīng-jùdiǎn
引擎	引擎	yǐnqíng
引人入勝	引人入胜	yǐnrén-rùshèng
引領	引领	yǐnlǐng
引入	引入	yǐnrù
引人注目	引人注目	yǐnrén-zhùmù
引誘	引诱	yǐnyòu
引用	引用	yǐnyòng
飲水	饮水	yǐnshuǐ
飲用水	饮用水	yǐnyòngshuǐ
隱蔽	隐蔽	yǐnbì
隱患	隐患	yǐnhuàn
隱情	隐情	yǐnqíng
隱瞞	隐瞒	yǐnmán
隱身	隐身	yǐnshēn
隱形	隐形	yǐnxíng
隱性	隐性	yǐnxìng
隱約	隐约	yǐnyuē
癮	瘾	yǐn
印章	印章	yìnzhāng
印刷術	印刷术	yìnshuāshù
印證	印证	yìnzhèng
應有盡有	应有尽有	yīngyǒu-jìnyǒu
英俊	英俊	yīngjùn
英鎊	英镑	yīngbàng
嬰兒	婴儿	yīngér
鷹	鹰	yīng
迎合	迎合	yínghé
迎	迎	yíng
熒光	荧光	yíngguāng
盈利	盈利	yínglì
營救	营救	yíngjiù
贏家	赢家	yíngjia
營造	营造	yíngzào
影像	影像	yǐngxiàng
應酬	应酬	yìngchou
應付	应付	yīngfù
應聘	应聘	yìngpìn
應邀	应邀	yìngyāo
硬幣	硬币	yìngbì
映	映	yìng
硬盤	硬盘	yìngpán
擁護	拥护	yōnghù
擁擠	拥挤	yōngjǐ
庸俗	庸俗	yōngsú
硬朗	硬朗	yìnglang
永恆	永恒	yǒnghéng
永久	永久	yǒngjiǔ
永不	永不	yǒngbù
勇往直前	勇往直前	yǒngwǎng-zhíqián
勇於	勇于	yǒngyú
涌	涌	yǒng
湧入	涌入	yǒngrù
涌現	涌现	yǒngxiàn
用餐	用餐	yòng cān
踴躍	踊跃	yǒngyuè
用人	用人	yòngren
用力	用力	yòng lì
用功	用功	yònggōng
優	优	yōu
用意	用意	yòngyì
優化	优化	yōuhuà
優異	优异	yōuyì
優越	优越	yōuyuè
優雅	优雅	yōuyǎ
憂愁	忧愁	yōuchóu
憂慮	忧虑	yōulǜ
悠久	悠久	yōujiǔ
憂鬱	忧郁	yōuyù
悠閒	悠闲	yōuxián
尤為	尤为	yóuwéi
由此看來	由此看来	yóucǐkànlái
由來	由来	yóulái
由此可見	由此可见	yóucǐ-kějiàn
郵編	邮编	yóubiān
由衷	由衷	yóuzhōng
郵政	邮政	yóuzhèng
猶豫不決	犹豫不决	yóuyù-bùjué
猶如	犹如	yóurú
油畫	油画	yóuhuà
遊船	游船	yóuchuán
遊覽	游览	yóulǎn
友情	友情	yǒuqíng
友人	友人	yǒurén
友善	友善	yǒushàn
有待	有待	yǒudài
有的放矢	有的放矢	yǒudì-fàngshǐ
有機	有机	yǒujī
有口無心	有口无心	yǒukǒu-wúxīn
有聲有色	有声有色	yǒushēng-yǒusè
有兩下子	有两下子	yǒu liǎngxiàzi
有所不同	有所不同	yǒusuǒbùtóng
有所	有所	yǒusuǒ
有望	有望	yǒuwàng
有效期	有效期	yǒuxiàoqī
有幸	有幸	yǒuxìng
有序	有序	yǒuxù
有益	有益	yǒuyì
有意	有意	yǒuyì
有朝一日	有朝一日	yǒuzhāo-yīrì
幼稚	幼稚	yòuzhì
有助於	有助于	yǒuzhùyú
誘餌	诱饵	yòuěr
誘惑	诱惑	yòuhuò
誘發	诱发	yòufā
誘人	诱人	yòurén
餘地	余地	yúdì
餘額	余额	yúé
余	余	yú
漁船	渔船	yúchuán
漁民	渔民	yúmín
逾期	逾期	yú qī
愚蠢	愚蠢	yúchǔn
愚公移山	愚公移山	Yúgōng-yíshān
輿論	舆论	yúlùn
與此同時	与此同时	yǔcǐtóngshí
與其	与其	yǔqí
與否	与否	yǔfǒu
與眾不同	与众不同	yǔzhòng-bùtóng
與日俱增	与日俱增	yǔrì-jùzēng
與時俱進	与时俱进	yǔshí-jùjìn
宇宙	宇宙	yǔzhòu
予以	予以	yǔyǐ
浴室	浴室	yùshì
預定	预定	yùdìng
預感	预感	yùgǎn
語氣	语气	yǔqì
預告	预告	yùgào
預見	预见	yùjiàn
預料	预料	yùliào
預示	预示	yùshì
預賽	预赛	yùsài
預售	预售	yùshòu
預算	预算	yùsuàn
預先	预先	yùxiān
預言	预言	yùyán
慾望	欲望	yùwàng
遇難	遇难	yù nàn
遇險	遇险	yù xiǎn
寓言	寓言	yùyán
預兆	预兆	yùzhào
遇上	遇上	yùshàng
寓意	寓意	yùyì
愈來愈	愈来愈	yùláiyù
愈演愈烈	愈演愈烈	yùyǎn-yùliè
癒合	愈合	yùhé
淵源	渊源	yuānyuán
冤	冤	yuān
元老	元老	yuánlǎo
元首	元首	yuánshǒu
元宵節	元宵节	Yuánxiāojié
原本	原本	yuánběn
冤枉	冤枉	yuānwang
原材料	原材料	yuáncáiliào
原地	原地	yuándì
原創	原创	yuánchuàng
原型	原型	yuánxíng
原裝	原装	yuánzhuāng
原汁原味	原汁原味	yuánzhī-yuánwèi
圓形	圆形	yuánxíng
緣分	缘分	yuánfen
源泉	源泉	yuánquán
源於	源于	yuányú
源頭	源头	yuántóu
源源不斷	源源不断	yuányuánbùduàn
遠程	远程	yuǎnchéng
遠見	远见	yuǎnjiàn
遠近聞名	远近闻名	yuǎnjìnwénmíng
怨恨	怨恨	yuànhèn
怨言	怨言	yuànyán
怨氣	怨气	yuànqì
院士	院士	yuànshì
約定俗成	约定俗成	yuēdìng-súchéng
月初	月初	yuèchū
曰	曰	yuē
月票	月票	yuèpiào
樂器	乐器	yuèqì
岳父	岳父	yuèfù
岳母	岳母	yuèmǔ
悅耳	悦耳	yuèěr
越發	越发	yuèfā
閱歷	阅历	yuèlì
越過	越过	yuè guò
暈倒	晕倒	yūndǎo
孕婦	孕妇	yùnfù
隕石	陨石	yǔnshí
孕育	孕育	yùnyù
運送	运送	yùnsòng
運河	运河	yùnhé
運營	运营	yùnyíng
運轉	运转	yùnzhuǎn
韻味	韵味	yùnwèi
醞釀	酝酿	yùnniàng
蘊涵	蕴涵	yùnhán
蘊藏	蕴藏	yùncáng
雜亂無章	杂乱无章	záluàn-wúzhāng
雜技	杂技	zájì
雜交	杂交	zájiāo
砸	砸	zá
栽	栽	zāi
栽培	栽培	zāipéi
再度	再度	zàidù
宰	宰	zǎi
再現	再现	zàixiàn
在線	在线	zàixiàn
在意	在意	zài yì
載體	载体	zàitǐ
在職	在职	zàizhí
暫	暂	zàn
攢	攒	zǎn
贊不絕口	赞不绝口	zànbùjuékǒu
贊嘆	赞叹	zàntàn
贊嘆不已	赞叹不已	Zàntànbùyǐ
贊同	赞同	zàntóng
贊許	赞许	zànxǔ
贊美	赞美	zànměi
贊揚	赞扬	zànyáng
葬禮	葬礼	zànglǐ
遭殃	遭殃	zāo yāng
鑿	凿	záo
葬	葬	zàng
早日	早日	zǎorì
早年	早年	zǎonián
棗	枣	zǎo
造假	造假	zàojiǎ
造價	造价	zàojià
造福	造福	zàofú
造就	造就	zàojiù
噪聲	噪声	zàoshēng
造紙術	造纸术	zàozhǐshù
則	则	zé
噪音	噪音	zàoyīn
責備	责备	zébèi
責怪	责怪	zéguài
增收	增收	zēngshōu
賊	贼	zéi
扎根	扎根	zhā gēn
增添	增添	zēngtiān
閘	闸	zhá
渣子	渣子	zhāzi
眨眼	眨眼	zhǎ yǎn
炸	炸	zhà
詐騙	诈骗	zhàpiàn
榨	榨	zhà
窄	窄	zhǎi
債務	债务	zhàiwù
沾	沾	zhān
占卜	占卜	zhānbǔ
沾光	沾光	zhān guāng
瞻仰	瞻仰	zhānyǎng
粘	粘	zhān
斬	斩	zhǎn
斬草除根	斩草除根	zhǎncǎo-chúgēn
展出	展出	zhǎnchū
盞	盏	zhǎn
展覽會	展览会	zhǎnlǎnhuì
展望	展望	zhǎnwàng
占用	占用	zhànyòng
嶄新	崭新	zhǎnxīn
站立	站立	zhànlì
綻放	绽放	zhànfàng
張燈結彩	张灯结彩	zhāngdēng-jiécǎi
蘸	蘸	zhàn
張貼	张贴	zhāngtiē
張揚	张扬	zhāngyáng
長相	长相	zhǎngxiàng
掌管	掌管	zhǎngguǎn
帳篷	帐篷	zhàngpeng
長輩	长辈	zhǎngbèi
帳子	帐子	zhàngzi
賬單	账单	zhàngdān
脹	胀	zhàng
賬號	账号	zhànghào
招標	招标	zhāo biāo
招待	招待	zhāodài
招待會	招待会	zhāodàihuì
招募	招募	zhāomù
招攬	招揽	zhāolǎn
招牌	招牌	zhāopai
朝氣蓬勃	朝气蓬勃	zhāoqì-péngbó
招數	招数	zhāoshù
朝三暮四	朝三暮四	zhāosān-mùsì
朝夕相處	朝夕相处	zhāoxīxiāngchǔ
招收	招收	zhāoshōu
著迷	着迷	zháo mí
沼澤	沼泽	zhǎozé
兆頭	兆头	zhàotou
召集	召集	zhàojí
照辦	照办	zhào bàn
照常	照常	zhàocháng
照例	照例	zhàolì
照料	照料	zhàoliào
罩	罩	zhào
照明	照明	zhàomíng
肇事	肇事	zhàoshì
折騰	折腾	zhēteng
遮	遮	zhē
遮蓋	遮盖	zhēgài
折合	折合	zhéhé
折疊	折叠	zhédié
折磨	折磨	zhémo
折扣	折扣	zhékòu
折射	折射	zhéshè
這會兒	这会儿	zhèhuìr5
這樣一來	这样一来	zhèyàngyīlái
針鋒相對	针锋相对	zhēnfēng-xiāngduì
偵察	侦察	zhēnchá
針灸	针灸	zhēnjiǔ
珍藏	珍藏	zhēncáng
珍重	珍重	zhēnzhòng
珍視	珍视	zhēnshì
真空	真空	zhēnkōng
真假	真假	zhēnjiǎ
真情	真情	zhēnqíng
真心	真心	zhēnxīn
真是的	真是的	zhēnshide
診所	诊所	zhěnsuǒ
真摯	真挚	zhēnzhì
枕頭	枕头	zhěntou
陣營	阵营	zhènyíng
陣容	阵容	zhènróng
振興	振兴	zhènxīng
振作	振作	zhènzuò
振奮	振奋	zhènfèn
震動	震动	zhèndòng
震	震	zhèn
震撼	震撼	zhènhàn
鎮定	镇定	zhèndìng
爭吵	争吵	zhēngchǎo
爭端	争端	zhēngduān
爭分奪秒	争分夺秒	zhēngfēn-duómiǎo
爭光	争光	zhēng guāng
爭氣	争气	zhēng qì
爭先恐後	争先恐后	zhēngxiān-kǒnghòu
征	征	zhēng
爭執	争执	zhēngzhí
徵收	征收	zhēngshōu
徵集	征集	zhēngjí
癥結	症结	zhēngjié
睜	睁	zhēng
掙扎	挣扎	zhēngzhá
拯救	拯救	zhěngjiù
蒸	蒸	zhēng
整合	整合	zhěnghé
整潔	整洁	zhěngjié
正面	正面	zhèngmiàn
正能量	正能量	zhèngnéngliàng
正視	正视	zhèngshì
正直	正直	zhèngzhí
正宗	正宗	zhèngzōng
整數	整数	zhěngshù
鄭重	郑重	zhèngzhòng
之	之	zhī
證人	证人	zhèngren
支票	支票	zhīpiào
之所以	之所以	zhīsuǒyǐ
汁	汁	zhī
支柱	支柱	zhīzhù
芝麻	芝麻	zhīma
芝士	芝士	zhīshì
知覺	知觉	zhījué
知己	知己	zhījǐ
知識分子	知识分子	zhīshifènzǐ
知足	知足	zhīzú
脂肪	脂肪	zhīfáng
肢體	肢体	zhītǐ
執意	执意	zhíyì
執照	执照	zhízhào
執法	执法	zhífǎ
執著	执着	zhízhuó
直奔	直奔	zhíbèn
直觀	直观	zhíguān
直達	直达	zhídá
直徑	直径	zhíjìng
直視	直视	zhíshì
直覺	直觉	zhíjué
值錢	值钱	zhíqián
職權	职权	zhíquán
直至	直至	zhízhì
職業病	职业病	zhíyèbìng
止步	止步	zhǐ bù
職員	职员	zhíyuán
止血	止血	zhǐxuè
止咳	止咳	zhǐké
旨在	旨在	zhǐzài
指點	指点	zhǐdiǎn
指令	指令	zhǐlìng
指教	指教	zhǐjiào
指南針	指南针	zhǐnánzhēn
指手畫腳	指手画脚	zhǐshǒu-huàjiǎo
指望	指望	zhǐwang
指南	指南	zhǐnán
指向	指向	zhǐxiàng
指引	指引	zhǐyǐn
至此	至此	zhìcǐ
至關重要	至关重要	zhìguānzhòngyào
製	制	zhì
志氣	志气	zhìqi
制服	制服	zhìfú
制裁	制裁	zhìcái
制止	制止	zhìzhǐ
製品	制品	zhìpǐn
質地	质地	zhìdì
質問	质问	zhìwèn
質樸	质朴	zhìpǔ
質疑	质疑	zhìyí
治學	治学	zhìxué
治癒	治愈	zhìyù
致敬	致敬	zhìjìng
致	致	zhì
致辭	致辞	zhì cí
致力於	致力于	zhìlìyú
致富	致富	zhìfù
致命	致命	zhìmìng
致使	致使	zhìshǐ
窒息	窒息	zhìxī
秩序	秩序	zhìxù
智商	智商	zhìshāng
滯後	滞后	zhìhòu
滯留	滞留	zhìliú
置	置	zhì
中國畫	中国画	Zhōngguóhuà
中途	中途	zhōngtú
中立	中立	zhōnglì
中型	中型	zhōngxíng
中性	中性	zhōngxìng
中旬	中旬	zhōngxún
中庸	中庸	zhōngyōng
忠誠	忠诚	zhōngchéng
忠實	忠实	zhōngshí
中止	中止	zhōngzhǐ
忠於	忠于	zhōngyú
終結	终结	zhōngjié
忠貞	忠贞	zhōngzhēn
終生	终生	zhōngshēng
終究	终究	zhōngjiū
腫瘤	肿瘤	zhǒngliú
衷心	衷心	zhōngxīn
種族	种族	zhǒngzú
仲裁	仲裁	zhòngcái
眾所週知	众所周知	zhòngsuǒzhōuzhī
眾志成城	众志成城	zhòngzhì-chéngchéng
眾人	众人	zhòngrén
重創	重创	zhòngchuāng
重量級	重量级	zhòngliàngjí
重傷	重伤	zhòngshāng
重任	重任	zhòngrèn
重型	重型	zhòngxíng
重中之重	重中之重	zhòngzhōngzhīzhòng
周邊	周边	zhōubiān
週到	周到	zhōudào
重心	重心	zhòngxīn
周旋	周旋	zhōuxuán
周密	周密	zhōumì
晝夜	昼夜	zhòuyè
驟然	骤然	zhòurán
皺	皱	zhòu
朱紅	朱红	zhūhóng
株	株	zhū
諸多	诸多	zhūduō
諸如此類	诸如此类	zhūrúcǐlèi
逐年	逐年	zhúnián
主	主	zhǔ
竹竿	竹竿	zhúgān
主婦	主妇	zhǔfù
主編	主编	zhǔbiān
主力	主力	zhǔlì
主人公	主人公	zhǔréngōng
主食	主食	zhǔshí
主題歌	主题歌	zhǔtígē
主權	主权	zhǔquán
主頁	主页	zhǔyè
主義	主义	zhǔyì
主宰	主宰	zhǔzǎi
主演	主演	zhǔyǎn
拄	拄	zhǔ
囑咐	嘱咐	zhǔfu
矚目	瞩目	zhǔmù
助威	助威	zhù wēi
住戶	住户	zhùhù
住處	住处	zhùchu
住址	住址	zhùzhǐ
貯藏	贮藏	zhùcáng
注	注	zhù
住宿	住宿	zhùsù
註定	注定	zhùdìng
鑄造	铸造	zhùzào
築	筑	zhù
注入	注入	zhùrù
拽	拽	yè
爪子	爪子	zhuǎzi
專長	专长	zhuāncháng
專程	专程	zhuānchéng
專欄	专栏	zhuānlán
專賣店	专卖店	zhuānmàidiàn
專人	专人	zhuānrén
專制	专制	zhuānzhì
專職	专职	zhuānzhí
專注	专注	zhuānzhù
專著	专著	zhuānzhù
磚	砖	zhuān
轉播	转播	zhuǎnbō
轉達	转达	zhuǎndá
轉交	转交	zhuǎnjiāo
專櫃	专柜	zhuānguì
轉型	转型	zhuǎn xíng
轉學	转学	zhuǎn xué
轉機	转机	zhuǎnjī
轉載	转载	zhuǎnzǎi
轉折	转折	zhuǎnzhé
轉折點	转折点	zhuǎnzhédiǎn
傳	传	chuán
傳記	传记	zhuànjì
轉悠	转悠	zhuànyou
撰寫	撰写	zhuànxiě
轉眼	转眼	zhuǎnyǎn
莊稼	庄稼	zhuāngjia
莊嚴	庄严	zhuāngyán
莊園	庄园	zhuāngyuán
壯	壮	zhuàng
裝扮	装扮	zhuāngbàn
壯大	壮大	zhuàngdà
壯膽	壮胆	zhuàng dǎn
壯麗	壮丽	zhuànglì
狀元	状元	zhuàngyuan
撞擊	撞击	zhuàngjī
幢	幢	chuáng
追悼會	追悼会	zhuīdàohuì
追趕	追赶	zhuīgǎn
追溯	追溯	zhuīsù
壯實	壮实	zhuàngshi
追隨	追随	zhuīsuí
追尾	追尾	zhuī wěi
追問	追问	zhuīwèn
追蹤	追踪	zhuīzōng
墜	坠	zhuì
準許	准许	zhǔnxǔ
樁	桩	zhuāng
拙劣	拙劣	zhuōliè
灼熱	灼热	zhuórè
捉迷藏	捉迷藏	zhuō mícáng
追逐	追逐	zhuīzhú
準則	准则	zhǔnzé
酌情	酌情	zhuóqíng
著力	着力	zhuó lì
著落	着落	zhuóluò
著實	着实	zhuóshí
著手	着手	zhuóshǒu
著想	着想	zhuóxiǎng
著眼	着眼	zhuóyǎn
著眼於	着眼于	zhuóyǎn yú
著重	着重	zhuózhòng
姿態	姿态	zītài
茲	兹	cí
資本主義	资本主义	zīběnzhǔyì
資歷	资历	zīlì
姿勢	姿势	zīshì
資深	资深	zīshēn
卓越	卓越	zhuóyuè
滋潤	滋润	zīrùn
滋味	滋味	zīwèi
子弟	子弟	zǐdì
子孫	子孙	zǐsūn
自稱	自称	zìchēng
自卑	自卑	zìbēi
資訊	资讯	zīxùn
自費	自费	zìfèi
自發	自发	zìfā
自負	自负	zìfù
自理	自理	zìlǐ
自力更生	自力更生	zìlì-gēngshēng
自強不息	自强不息	zìqiáng-bùxī
自然而然	自然而然	zìránérrán
自立	自立	zìlì
自然界	自然界	zìránjiè
自始至終	自始至终	zìshǐ-zhìzhōng
自如	自如	zìrú
自衛	自卫	zìwèi
自相矛盾	自相矛盾	zìxiāng-máodùn
自私自利	自私自利	zìsī-zìlì
自信心	自信心	zìxìnxīn
自行	自行	zìxíng
自以為是	自以为是	zìyǐwéishì
自由自在	自由自在	zìyóu-zìzài
自責	自责	zìzé
自助	自助	zìzhù
自尊	自尊	zìzūn
自尊心	自尊心	zìzūnxīn
字跡	字迹	zìjì
字體	字体	zìtǐ
字眼	字眼	zìyǎn
宗	宗	zōng
宗旨	宗旨	zōngzhǐ
字幕	字幕	zìmù
綜上所述	综上所述	zōngshàngsuǒshù
自私	自私	zìsī
總額	总额	zǒngé
總的來說	总的来说	zǒngdeláishuō
總計	总计	zǒngjì
縱觀	纵观	zòngguān
縱橫交錯	纵横交错	zònghéng-jiāocuò
縱然	纵然	zòngrán
縱容	纵容	zòngróng
縱深	纵深	zòngshēn
粽子	粽子	zòngzi
走過場	走过场	zǒu guòchǎng
總而言之	总而言之	zǒngéryánzhī
走近	走近	zǒujìn
走廊	走廊	zǒuláng
走投無路	走投无路	zǒutóu-wúlù
走彎路	走弯路	zǒu wānlù
走後門	走后门	zǒu hòumén
揍	揍	zòu
租賃	租赁	zūlìn
足智多謀	足智多谋	zúzhì-duōmóu
阻擋	阻挡	zǔdǎng
阻攔	阻拦	zǔlán
奏效	奏效	zòu xiào
阻力	阻力	zǔlì
阻撓	阻挠	zǔnáo
組裝	组装	zǔzhuāng
祖傳	祖传	zǔchuán
祖籍	祖籍	zǔjí
祖先	祖先	zǔxiān
祖宗	祖宗	zǔzong
鑽空子	钻空子	zuān kòngzi
鑽研	钻研	zuānyán
組建	组建	zǔjiàn
鑽石	钻石	zuànshí
足跡	足迹	zújì
嘴唇	嘴唇	zuǐchún
罪魁禍首	罪魁祸首	zuìkuí-huòshǒu
尊嚴	尊严	zūnyán
尊貴	尊贵	zūnguì
遵循	遵循	zūnxún
遵照	遵照	zūnzhào
琢磨	琢磨	zhuómó
罪犯	罪犯	zuìfàn
左顧右盼	左顾右盼	zuǒgù-yòupàn
佐料	佐料	zuǒliào
作對	作对	zuò duì
作風	作风	zuòfēng
作物	作物	zuòwù
坐落	坐落	zuòluò
作弊	作弊	zuò bì
座右銘	座右铭	zuòyòumíng
座談	座谈	zuòtán
做生意	做生意	zuò shēngyi
做證	做证	zuò zhèng
作客	作客	zuò kè
