装	裝	"<span class=""pinYinWrapper""><span class=""t1"">zhuāng</span></span>"	"<span class=""zhuyin"">ㄓㄨㄤ</span>"	[sound:cmn-装.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">装</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">裝</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">zhuāng</span></span></div><span class=""zhuyin"">ㄓㄨㄤ</span><div class=""meaning""><ul><li>adornment</li><li> to adorn</li><li> dress</li><li> clothing</li><li> costume (of an actor in a play)</li><li> to play a role</li><li> to pretend</li><li> to install</li><li> to fix</li><li> to wrap (sth in a bag)</li><li> to load</li><li> to pack</li></ul></div>"
检查	檢查	"<span class=""pinYinWrapper""><span class=""t3"">jiǎn</span> <span class=""t2"">chá</span></span>"	"<span class=""zhuyin"">ㄐㄧㄢˇ ㄔㄚˊ</span>"	[sound:cmn-检查.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">检</span><span class=""char-tone2"">查</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">檢</span><span class=""char-tone2"">查</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">jiǎn</span> <span class=""t2"">chá</span></span></div><span class=""zhuyin"">ㄐㄧㄢˇ ㄔㄚˊ</span><div class=""meaning""><ul><li>inspection</li><li> to examine</li><li> to inspect</li><li> CL:次[ci4]</li></ul></div>"
不好意思	不好意思	"<span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t3"">hǎo</span> <span class=""t4"">yì</span> <span class=""t0"">si</span></span>"	"<span class=""zhuyin"">ㄅㄨˋ ㄏㄠˇ ㄧˋ ㄙ˙</span>"	[sound:cmn-不好意思.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">不</span><span class=""char-tone3"">好</span><span class=""char-tone4"">意</span><span class=""char-tone0"">思</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">bù</span> <span class=""t3"">hǎo</span> <span class=""t4"">yì</span> <span class=""t0"">si</span></span></div><span class=""zhuyin"">ㄅㄨˋ ㄏㄠˇ ㄧˋ ㄙ˙</span><div class=""meaning""><ul><li>to feel embarrassed</li><li> to find it embarrassing</li><li> to be sorry (for inconveniencing sb)</li></ul></div>"
药	藥	"<span class=""pinYinWrapper""><span class=""t4"">yào</span></span>"	"<span class=""zhuyin"">ㄧㄠˋ</span>"	[sound:cmn-药.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">药</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">藥</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">yào</span></span></div><span class=""zhuyin"">ㄧㄠˋ</span><div class=""meaning""><ul><li>leaf of the iris</li><li> variant of 藥|药[yao4]</li><li> medicine</li><li> drug</li><li> substance used for a specific purpose (e.g. poisoning, explosion, fermenting)</li><li> CL:種|种[zhong3],服[fu4],味[wei4]</li><li> to poison</li></ul></div>"
音乐	音樂	"<span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t4"">yuè</span></span>"	"<span class=""zhuyin"">ㄧㄣ ㄩㄝˋ</span>"	[sound:cmn-音乐.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">音</span><span class=""char-tone4"">乐</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">音</span><span class=""char-tone4"">樂</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t4"">yuè</span></span></div><span class=""zhuyin"">ㄧㄣ ㄩㄝˋ</span><div class=""meaning""><ul><li>music</li><li> CL:張|张[zhang1],曲[qu3],段[duan4]</li></ul></div>"
留下	留下	"<span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t4"">xià</span></span>"	"<span class=""zhuyin"">ㄌㄧㄡˊ ㄒㄧㄚˋ</span>"	[sound:cmn-留下.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">留</span><span class=""char-tone4"">下</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t4"">xià</span></span></div><span class=""zhuyin"">ㄌㄧㄡˊ ㄒㄧㄚˋ</span><div class=""meaning""><ul><li>to leave behind</li><li> to stay behind</li><li> to remain</li><li> to keep</li><li> not to let (sb) go</li></ul></div>"
重新	重新	"<span class=""pinYinWrapper""><span class=""t2"">chóng</span> <span class=""t1"">xīn</span></span>"	"<span class=""zhuyin"">ㄔㄨㄥˊ ㄒㄧㄣ</span>"	[sound:cmn-重新.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">重</span><span class=""char-tone1"">新</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">chóng</span> <span class=""t1"">xīn</span></span></div><span class=""zhuyin"">ㄔㄨㄥˊ ㄒㄧㄣ</span><div class=""meaning""><ul><li>again</li><li> once more</li><li> re-</li></ul></div>"
收到	收到	"<span class=""pinYinWrapper""><span class=""t1"">shōu</span> <span class=""t4"">dào</span></span>"	"<span class=""zhuyin"">ㄕㄡ ㄉㄠˋ</span>"	[sound:cmn-收到.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">收</span><span class=""char-tone4"">到</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">shōu</span> <span class=""t4"">dào</span></span></div><span class=""zhuyin"">ㄕㄡ ㄉㄠˋ</span><div class=""meaning""><ul><li>to receive</li></ul></div>"
其中	其中	"<span class=""pinYinWrapper""><span class=""t2"">qí</span> <span class=""t1"">zhōng</span></span>"	"<span class=""zhuyin"">ㄑㄧˊ ㄓㄨㄥ</span>"	[sound:cmn-其中.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">其</span><span class=""char-tone1"">中</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">qí</span> <span class=""t1"">zhōng</span></span></div><span class=""zhuyin"">ㄑㄧˊ ㄓㄨㄥ</span><div class=""meaning""><ul><li>among</li><li> in</li><li> included among these</li></ul></div>"
片	片	"<span class=""pinYinWrapper""><span class=""t1"">piān</span></span>, <span class=""pinYinWrapper""><span class=""t4"">piàn</span></span>"	"<span class=""zhuyin"">ㄆㄧㄢ</span>, <span class=""zhuyin"">ㄆㄧㄢˋ</span>"	[sound:cmn-片.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">片</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">piān</span></span></div><span class=""zhuyin"">ㄆㄧㄢ</span><div class=""meaning""><ul><li>disk</li><li> sheet</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">片</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">piàn</span></span></div><span class=""zhuyin"">ㄆㄧㄢˋ</span><div class=""meaning""><ul><li>thin piece</li><li> flake</li><li> a slice</li><li> film</li><li> TV play</li><li> to slice</li><li> to carve thin</li><li> partial</li><li> incomplete</li><li> one-sided</li><li> classifier for slices, tablets, tract of land, area of water</li><li> classifier for CDs, movies, DVDs etc</li><li> used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc</li></ul></div>"
想法	想法	"<span class=""pinYinWrapper""><span class=""t3"">xiǎng</span> <span class=""t3"">fǎ</span></span>"	"<span class=""zhuyin"">ㄒㄧㄤˇ ㄈㄚˇ</span>"	[sound:cmn-想法.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">想</span><span class=""char-tone3"">法</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">xiǎng</span> <span class=""t3"">fǎ</span></span></div><span class=""zhuyin"">ㄒㄧㄤˇ ㄈㄚˇ</span><div class=""meaning""><ul><li>way of thinking</li><li> opinion</li><li> notion</li><li> to think of a way (to do sth)</li><li> CL:個|个[ge4]</li></ul></div>"
黑	黑	"<span class=""pinYinWrapper""><span class=""t1"">Hēi</span></span>, <span class=""pinYinWrapper""><span class=""t1"">hēi</span></span>"	"<span class=""zhuyin"">ㄏㄟ</span>"	[sound:cmn-黑.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">黑</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">Hēi</span></span></div><span class=""zhuyin"">ㄏㄟ</span><div class=""meaning""><ul><li>abbr. for Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1]</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">黑</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">hēi</span></span></div><span class=""zhuyin"">ㄏㄟ</span><div class=""meaning""><ul><li>black</li><li> dark</li><li> sinister</li><li> secret</li><li> shady</li><li> illegal</li><li> to hide (sth) away</li><li> to vilify</li><li> (loanword) to hack (computing)</li></ul></div>"
带来	帶來	"<span class=""pinYinWrapper""><span class=""t4"">dài</span> <span class=""t2"">lái</span></span>"	"<span class=""zhuyin"">ㄉㄞˋ ㄌㄞˊ</span>"	[sound:cmn-带来.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">带</span><span class=""char-tone2"">来</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">帶</span><span class=""char-tone2"">來</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">dài</span> <span class=""t2"">lái</span></span></div><span class=""zhuyin"">ㄉㄞˋ ㄌㄞˊ</span><div class=""meaning""><ul><li>to bring</li><li> to bring about</li><li> to produce</li></ul></div>"
来自	來自	"<span class=""pinYinWrapper""><span class=""t2"">lái</span> <span class=""t4"">zì</span></span>"	"<span class=""zhuyin"">ㄌㄞˊ ㄗˋ</span>"	[sound:cmn-来自.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">来</span><span class=""char-tone4"">自</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">來</span><span class=""char-tone4"">自</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">lái</span> <span class=""t4"">zì</span></span></div><span class=""zhuyin"">ㄌㄞˊ ㄗˋ</span><div class=""meaning""><ul><li>to come from (a place)</li><li> From: (in email header)</li></ul></div>"
越	越	"<span class=""pinYinWrapper""><span class=""t4"">Yuè</span></span>, <span class=""pinYinWrapper""><span class=""t4"">yuè</span></span>"	"<span class=""zhuyin"">ㄩㄝˋ</span>"	[sound:cmn-越.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">越</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">Yuè</span></span></div><span class=""zhuyin"">ㄩㄝˋ</span><div class=""meaning""><ul><li>generic word for peoples or states of south China or south Asia at different historical periods</li><li> abbr. for Vietnam 越南</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">越</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">yuè</span></span></div><span class=""zhuyin"">ㄩㄝˋ</span><div class=""meaning""><ul><li>to exceed</li><li> to climb over</li><li> to surpass</li><li> the more... the more</li></ul></div>"
照顾	照顧	"<span class=""pinYinWrapper""><span class=""t4"">zhào</span> <span class=""t0"">gu</span></span>"	"<span class=""zhuyin"">ㄓㄠˋ ㄍㄨ˙</span>"	[sound:cmn-照顾.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">照</span><span class=""char-tone0"">顾</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">照</span><span class=""char-tone0"">顧</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">zhào</span> <span class=""t0"">gu</span></span></div><span class=""zhuyin"">ㄓㄠˋ ㄍㄨ˙</span><div class=""meaning""><ul><li>to take care of</li><li> to show consideration</li><li> to attend to</li><li> to look after</li></ul></div>"
太太	太太	"<span class=""pinYinWrapper""><span class=""t4"">tài</span> <span class=""t0"">tai</span></span>"	"<span class=""zhuyin"">ㄊㄞˋ ㄊㄞ˙</span>"	[sound:cmn-太太.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">太</span><span class=""char-tone0"">太</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">tài</span> <span class=""t0"">tai</span></span></div><span class=""zhuyin"">ㄊㄞˋ ㄊㄞ˙</span><div class=""meaning""><ul><li>married woman</li><li> Mrs.</li><li> Madam</li><li> wife</li><li> CL:個|个[ge4],位[wei4]</li></ul></div>"
加油	加油	"<span class=""pinYinWrapper""><span class=""t1"">jiā</span> <span class=""t2"">yóu</span></span>"	"<span class=""zhuyin"">ㄐㄧㄚ ㄧㄡˊ</span>"	[sound:cmn-加油.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">加</span><span class=""char-tone2"">油</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiā</span> <span class=""t2"">yóu</span></span></div><span class=""zhuyin"">ㄐㄧㄚ ㄧㄡˊ</span><div class=""meaning""><ul><li>to add oil</li><li> to top up with gas</li><li> to refuel</li><li> to accelerate</li><li> to step on the gas</li><li> (fig.) to make an extra effort</li><li> to cheer sb on</li></ul></div>"
怕	怕	"<span class=""pinYinWrapper""><span class=""t4"">Pà</span></span>, <span class=""pinYinWrapper""><span class=""t4"">pà</span></span>"	"<span class=""zhuyin"">ㄆㄚˋ</span>"	[sound:cmn-怕.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">怕</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">Pà</span></span></div><span class=""zhuyin"">ㄆㄚˋ</span><div class=""meaning""><ul><li>surname Pa</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">怕</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">pà</span></span></div><span class=""zhuyin"">ㄆㄚˋ</span><div class=""meaning""><ul><li>to be afraid</li><li> to fear</li><li> to dread</li><li> to be unable to endure</li><li> perhaps</li></ul></div>"
多久	多久	"<span class=""pinYinWrapper""><span class=""t1"">duō</span> <span class=""t3"">jiǔ</span></span>"	"<span class=""zhuyin"">ㄉㄨㄛ ㄐㄧㄡˇ</span>"	[sound:cmn-多久.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">多</span><span class=""char-tone3"">久</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">duō</span> <span class=""t3"">jiǔ</span></span></div><span class=""zhuyin"">ㄉㄨㄛ ㄐㄧㄡˇ</span><div class=""meaning""><ul><li>how long?</li></ul></div>"
直接	直接	"<span class=""pinYinWrapper""><span class=""t2"">zhí</span> <span class=""t1"">jiē</span></span>"	"<span class=""zhuyin"">ㄓˊ ㄐㄧㄝ</span>"	[sound:cmn-直接.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">直</span><span class=""char-tone1"">接</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">zhí</span> <span class=""t1"">jiē</span></span></div><span class=""zhuyin"">ㄓˊ ㄐㄧㄝ</span><div class=""meaning""><ul><li>direct</li><li> opposite: indirect 間接|间接</li><li> immediate</li><li> directly</li><li> straightforward</li></ul></div>"
店	店	"<span class=""pinYinWrapper""><span class=""t4"">diàn</span></span>"	"<span class=""zhuyin"">ㄉㄧㄢˋ</span>"	[sound:cmn-店.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">店</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">diàn</span></span></div><span class=""zhuyin"">ㄉㄧㄢˋ</span><div class=""meaning""><ul><li>inn</li><li> shop</li><li> store</li><li> CL:家[jia1]</li></ul></div>"
